Place	Bib	Name	First name	Last name	Distance	Time	Lap 1	Lap 2	Lap 3	Difference	% Back	% Winning	% Average	% Median
19	72	Rob Worth	Rob	Worth	Full	1:00:44.0	9:53.0	29:36.3	21:14.8	+10:31.5	+20.96%	82.67%	7.68%	4.17%
20	8	Dave de Closey	Dave	de Closey	Full	1:00:59.4	9:19.2	28:16.2	23:24.1	+10:46.9	+21.47%	82.32%	7.29%	3.77%
21	251	Dan Johnson	Dan	Johnson	Full	1:01:17.0	8:15.5	31:07.1	21:54.4	+11:04.5	+22.06%	81.93%	6.85%	3.30%
22	261	David Hogan	David	Hogan	Full	1:01:25.8	10:31.0	30:11.2	20:43.6	+11:13.3	+22.35%	81.73%	6.62%	3.07%
23	105	Darren Jones	Darren	Jones	Full	1:02:42.3	10:23.2	29:07.6	23:11.6	+12:29.8	+24.89%	80.07%	4.69%	1.06%
24	99	Scott Styman	Scott	Styman	Full	1:02:48.5	9:35.2	32:01.0	21:12.3	+12:36.0	+25.10%	79.94%	4.53%	0.90%
25	71	Danny Warner	Danny	Warner	Full	1:03:22.6	10:43.5	29:25.3	23:13.7	+13:10.1	+26.23%	79.22%	3.66%	0.00%
26	65	David Emery	David	Emery	Full	1:03:42.0	10:30.9	30:42.7	22:28.4	+13:29.5	+26.87%	78.82%	3.17%	-0.51%
27	85	Terence Simpson	Terence	Simpson	Full	1:04:21.5	8:38.8	30:36.8	25:05.9	+14:09.0	+28.18%	78.01%	2.17%	-1.55%
28	75	Kipp Freeman	Kipp	Freeman	Full	1:05:07.7	9:15.0	36:48.0	19:04.8	+14:55.2	+29.72%	77.09%	1.00%	-2.76%
29	80	Mark Collinson	Mark	Collinson	Full	1:06:11.3	11:01.2	31:29.4	23:40.8	+15:58.8	+31.83%	75.86%	-0.61%	-4.44%
30	139	Matthew Stanley	Matthew	Stanley	Full	1:07:25.0	10:33.3	33:00.7	23:51.1	+17:12.5	+34.27%	74.47%	-2.48%	-6.37%
31	32	Guy Davoren	Guy	Davoren	Full	1:08:10.4	11:07.8	35:24.5	21:38.1	+17:57.9	+35.78%	73.65%	-3.63%	-7.57%
32	10	Virginia Jones	Virginia	Jones	Full	1:08:10.5	9:30.4	34:56.0	23:44.1	+17:58.0	+35.78%	73.65%	-3.63%	-7.57%
33	107	Marcel Van Kampen	Marcel	Van Kampen	Full	1:08:48.5	8:18.2	28:31.0	31:59.3	+18:36.0	+37.05%	72.97%	-4.59%	-8.57%
34	67	Lisa Warner	Lisa	Warner	Full	1:08:55.6	10:49.7	32:03.8	26:02.1	+18:43.1	+37.28%	72.84%	-4.77%	-8.76%
35	233	Kat Miller	Kat	Miller	Full	1:09:36.3	11:15.6	33:50.0	24:30.7	+19:23.8	+38.63%	72.13%	-5.80%	-9.83%
36	243	Samantha Leonard	Samantha	Leonard	Full	1:09:37.9	10:42.6	35:34.3	23:20.9	+19:25.4	+38.69%	72.11%	-5.84%	-9.87%
37	9	Stuart Crawford	Stuart	Crawford	Full	1:10:02.5	12:03.5	32:39.9	25:19.1	+19:50.0	+39.50%	71.68%	-6.47%	-10.52%
38	37	Jeff Murray	Jeff	Murray	Full	1:10:14.4	12:08.4	35:39.9	22:26.1	+20:01.9	+39.90%	71.48%	-6.77%	-10.83%
39	182	Sharyn Klein	Sharyn	Klein	Full	1:10:28.9	9:37.8	37:16.8	23:34.3	+20:16.4	+40.38%	71.24%	-7.14%	-11.21%
40	252	Caroline Hogan	Caroline	Hogan	Full	1:11:25.1	12:41.7	34:06.0	24:37.5	+21:12.6	+42.24%	70.30%	-8.56%	-12.69%
41	248	Philip Salter	Philip	Salter	Full	1:12:24.6	12:23.8	34:06.1	25:54.7	+22:12.1	+44.22%	69.34%	-10.07%	-14.25%
42	86	Warren Copping	Warren	Copping	Full	1:13:57.3	12:05.1	35:35.7	26:16.6	+23:44.8	+47.30%	67.89%	-12.42%	-16.69%
43	115	Ross Salmon	Ross	Salmon	Full	1:19:54.2	17:23.2	35:37.7	26:53.4	+29:41.7	+59.14%	62.84%	-21.46%	-26.08%
44	84	Wendy Wise	Wendy	Wise	Full	1:21:28.0	12:46.2	39:27.8	29:14.0	+31:15.5	+62.26%	61.63%	-23.83%	-28.54%
45	70	Kev Bannerman	Kev	Bannerman	Full	1:21:30.6	8:21.7	33:35.8	39:33.2	+31:18.1	+62.34%	61.60%	-23.90%	-28.61%
46	11	Rob Gillies	Rob	Gillies	Full	1:27:05.7	0:47.9	43:00.1	43:17.7	+36:53.2	+73.47%	57.65%	-32.39%	-37.42%
47	250	Helen Murphy	Helen	Murphy	Full	1:27:11.3	9:17.1	36:25.8	41:28.4	+36:58.8	+73.65%	57.59%	-32.53%	-37.57%
48	76	Gregory Freeman	Gregory	Freeman	Full	1:27:14.6	13:13.2	44:45.0	29:16.4	+37:02.1	+73.76%	57.55%	-32.61%	-37.66%
49	40	Jolyon Ward	Jolyon	Ward	Full	1:38:56.4	21:01.3	43:18.2	34:37.0	+48:43.9	+97.06%	50.75%	-50.39%	-56.11%
-	18	Hollie Robards	Hollie	Robards	Full	DNS				-	-	-	-	-
-	20	Gerard Robards	Gerard	Robards	Full	DNS				-	-	-	-	-
-	36	Scott Collins	Scott	Collins	Full	DNS				-	-	-	-	-
-	81	Scott Bornholt	Scott	Bornholt	Full	DNS				-	-	-	-	-
-	97	Kaleb Robards	Kaleb	Robards	Full	DNS				-	-	-	-	-
-	106	Tim Eade	Tim	Eade	Full	DNS				-	-	-	-	-
-	151	Craig Telling	Craig	Telling	Full	DNS				-	-	-	-	-
-	160	Jeffrey Stella	Jeffrey	Stella	Full	DNS				-	-	-	-	-
-	166	Craig Broadhurst	Craig	Broadhurst	Full	DNS				-	-	-	-	-
-	260	Heidi Sowerby	Heidi	Sowerby	Full	DNS				-	-	-	-	-
-	269	Nadja Kundrus-Little	Nadja	Kundrus-Little	Full	DNS				-	-	-	-	-
-	271	Alycia Garriock	Alycia	Garriock	Full	DNS				-	-	-	-	-
