Place	Bib	Name	First name	Last name	Distance	Time	Lap 1	Lap 2	Lap 3	Difference	% Back	% Winning	% Average	% Median
-	81	Scott Bornholt	Scott	Bornholt	Full	DNS				-	-	-	-	-
-	109	Joseph Costello	Joseph	Costello	Full	DNS				-	-	-	-	-
-	139	Matthew Stanley	Matthew	Stanley	Full	DNS				-	-	-	-	-
-	182	Sharyn Klein	Sharyn	Klein	Full	DNS				-	-	-	-	-
-	204	Lucas Nixon-Hind	Lucas	Nixon-Hind	Full	DNS				-	-	-	-	-
-	208	Ava Thomson	Ava	Thomson	Full	DNS				-	-	-	-	-
-	234	Andrew Miller	Andrew	Miller	Full	DNS				-	-	-	-	-
-	250	Helen Murphy	Helen	Murphy	Full	DNS				-	-	-	-	-
-	280	Ashleigh Murphy	Ashleigh	Murphy	Full	DNS				-	-	-	-	-
-	286	Peter Rudland	Peter	Rudland	Full	DNS				-	-	-	-	-
-	288	Wayde Smith	Wayde	Smith	Full	DNS				-	-	-	-	-
