Place	Bib	Name	First name	Last name	Distance	Time	Lap 1	Lap 2	Lap 3	Difference	% Back	% Winning	% Average	% Median
-	42	Frank Adler	Frank	Adler	Full	DNS				-	-	-	-	-
-	46	Kyle Mooney	Kyle	Mooney	Full	DNS				-	-	-	-	-
-	47	Ben Hall	Ben	Hall	Full	DNS				-	-	-	-	-
-	58	Debbie Davies	Debbie	Davies	Full	DNS				-	-	-	-	-
-	60	Jonathan Davies	Jonathan	Davies	Full	DNS				-	-	-	-	-
-	65	David Emery	David	Emery	Full	DNS				-	-	-	-	-
-	71	Danny Warner	Danny	Warner	Full	DNS				-	-	-	-	-
-	72	Rob Worth	Rob	Worth	Full	DNS				-	-	-	-	-
-	75	Kipp Freeman	Kipp	Freeman	Full	DNS				-	-	-	-	-
-	76	Gregory Freeman	Gregory	Freeman	Full	DNS				-	-	-	-	-
-	88	John King	John	King	Full	DNS				-	-	-	-	-
-	94	Danny Khazen	Danny	Khazen	Full	DNS				-	-	-	-	-
-	97	Kaleb Robards	Kaleb	Robards	Full	DNS				-	-	-	-	-
-	104	Viv Wright	Viv	Wright	Full	DNS				-	-	-	-	-
-	107	Marcel Van Kampen	Marcel	Van Kampen	Full	DNS				-	-	-	-	-
-	140	Glenn Payne	Glenn	Payne	Full	DNS				-	-	-	-	-
-	156	Stephen Ring	Stephen	Ring	Full	DNS				-	-	-	-	-
-	162	Peter Stowe	Peter	Stowe	Full	DNS				-	-	-	-	-
-	195	Andrew Armstrong	Andrew	Armstrong	Full	DNS				-	-	-	-	-
-	212	Dean Webb	Dean	Webb	Full	DNS				-	-	-	-	-
-	218	Trudy Gadaleta	Trudy	Gadaleta	Full	DNS				-	-	-	-	-
-	233	Kat Miller	Kat	Miller	Full	DNS				-	-	-	-	-
-	234	Andrew Miller	Andrew	Miller	Full	DNS				-	-	-	-	-
-	251	Dan Johnson	Dan	Johnson	Full	DNS				-	-	-	-	-
-	252	Caroline Hogan	Caroline	Hogan	Full	DNS				-	-	-	-	-
-	261	David Hogan	David	Hogan	Full	DNS				-	-	-	-	-
